OSEBuildingID,DataYear,NumberofBuildings,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,building_rise,LargestUseType,SecondLargestUseType,ThirdLargestUseType,zip_code,building_age,building_age_bin,area_per_floor,distance(km)
19928,2016,1.0,22867,8969.0,8540.0,1600.0,,2547848.0,30.6,(1-4) LR Low Rise,other,parking,other,98121,16.0,0 à 20,5462.5,1.48835342511721
20000,2016,1.0,0,45991.0,0.0,0.0,77.0,1145535.75,36.43,(1-4) LR Low Rise,unheated,none,none,98103,94.0,80 à 100,22995.5,5.5958532111428445
20029,2016,1.0,0,21499.0,0.0,0.0,85.0,605130.6875,4.22,(1-4) LR Low Rise,residential,none,none,98105,101.0,> 100,7166.333333333333,5.6413487154924855
20033,2016,1.0,0,25021.0,0.0,0.0,16.0,1791071.375,13.91,(1-4) LR Low Rise,office,none,none,98105,33.0,20 à 40,10192.0,5.930782849509812
20047,2016,1.0,0,31905.0,4388.0,2679.0,,5238803.0,47.12,(1-4) LR Low Rise,shops,office,other,98105,66.0,60 à 80,19632.5,5.794226348429405
20048,2016,1.0,0,52784.0,1900.0,0.0,18.0,6778694.0,63.61,(1-4) LR Low Rise,shops,other,none,98105,66.0,60 à 80,27142.0,5.794226348429405
20050,2016,1.0,0,21909.0,1500.0,0.0,67.0,2545405.0,28.41,(1-4) LR Low Rise,shops,other,none,98105,66.0,60 à 80,23409.0,5.794226348429405
20052,2016,1.0,0,59396.0,2757.0,1000.0,,4644178.0,47.66,(1-4) LR Low Rise,shops,unheated,other,98105,25.0,20 à 40,63153.0,5.794226348429405
20066,2016,2.0,0,30910.0,0.0,0.0,91.0,1587454.75,46.57,(1-4) LR Low Rise,hotel-like,none,none,98105,61.0,60 à 80,12050.0,5.829555243086627
20067,2016,1.0,0,19200.0,14400.0,0.0,,4475650.0,101.99,(1-4) LR Low Rise,shops,office,none,98101,99.0,80 à 100,11200.0,0.2745329377490733
20073,2016,1.0,0,25876.0,6480.0,0.0,81.0,1857154.75,74.92,(1-4) LR Low Rise,office,shops,none,98121,95.0,80 à 100,8089.0,0.4955896676330974
20082,2016,1.0,12960,61180.0,0.0,0.0,24.0,3993913.25,126.3,(5-9) MR Mid Rise,hotel-like,none,none,98121,62.0,60 à 80,6888.571428571428,0.4833003731352257
20087,2016,1.0,11250,32569.0,0.0,0.0,51.0,3460275.5,99.15,(5-9) MR Mid Rise,office,parking,none,98121,44.0,40 à 60,6451.2,0.12287382243342712
20130,2016,1.0,0,23931.0,0.0,0.0,88.0,496477.3125,18.66,(1-4) LR Low Rise,unheated,none,none,98115,112.0,> 100,11965.5,6.653331010197107
20132,2016,1.0,0,21393.0,0.0,0.0,57.0,845961.375,32.64,(1-4) LR Low Rise,unheated,none,none,98103,74.0,60 à 80,10696.5,6.55079538026321
20141,2016,1.0,0,23146.0,15724.0,8255.0,80.0,1132489.625,33.23,(1-4) LR Low Rise,distribution center,unheated,office,98144,32.0,20 à 40,23780.0,5.7398903345523875
20145,2016,1.0,0,35696.0,15661.0,10877.0,100.0,1076733.25,34.98,(5-9) MR Mid Rise,hotel-like,shops,parking,98104,16.0,0 à 20,10389.0,1.029152760667808
20160,2016,1.0,0,20960.0,0.0,0.0,,1500309.75,64.51,(1-4) LR Low Rise,residential,none,none,98105,92.0,80 à 100,6986.666666666667,5.532955282246165
20166,2016,1.0,0,28800.0,0.0,0.0,,717056.375,8.45,(1-4) LR Low Rise,campus,none,none,98121,112.0,> 100,9600.0,0.1861790233430353
20167,2016,1.0,0,21600.0,0.0,0.0,72.0,1261536.75,38.87,(1-4) LR Low Rise,school,none,none,98121,65.0,60 à 80,10800.0,0.23122067528591297
20168,2016,1.0,0,22860.0,0.0,0.0,43.0,931148.625,6.49,(1-4) LR Low Rise,school,none,none,98101,27.0,20 à 40,7620.0,0.13891289469611745
20182,2016,1.0,0,26386.0,0.0,0.0,88.0,888031.875,32.22,(1-4) LR Low Rise,unheated,parking,none,98105,50.0,40 à 60,26366.0,7.086826605285134
20197,2016,1.0,0,21732.0,0.0,0.0,2.0,860364.1875,23.59,(1-4) LR Low Rise,unheated,none,none,98118,57.0,40 à 60,10866.0,9.500399984307458
20211,2016,1.0,0,10495.0,10240.0,1890.0,,350264.5938,6.69,(1-4) LR Low Rise,unheated,shops,office,98107,77.0,60 à 80,21060.0,7.1258003720679035
20212,2016,1.0,0,7387.0,5264.0,3700.0,,1678458.75,37.31,(1-4) LR Low Rise,shops,residential,shops,98107,62.0,60 à 80,5134.75,7.088275217839943
20237,2016,1.0,0,32960.0,0.0,0.0,71.0,813641.0,5.67,(1-4) LR Low Rise,shops,none,none,98105,122.0,> 100,10986.666666666666,5.163473175659784
20241,2016,1.0,0,25096.0,4540.0,0.0,,688641.8125,4.8,(1-4) LR Low Rise,other,residential,none,98105,101.0,> 100,9878.666666666666,5.2222889129645
20242,2016,1.0,0,20571.0,0.0,0.0,72.0,716279.6875,4.99,(1-4) LR Low Rise,hotel-like,none,none,98105,92.0,80 à 100,6857.0,5.10349304411857
20266,2016,1.0,0,37800.0,10206.0,0.0,17.0,3040195.5,118.37,(1-4) LR Low Rise,unheated,other,none,98105,96.0,80 à 100,23996.0,5.0750022260975385
20273,2016,1.0,0,22000.0,7000.0,0.0,16.0,2717863.25,89.57,(1-4) LR Low Rise,residential,parking,none,98105,29.0,20 à 40,9524.0,4.808483856269428
20323,2016,0.0,31535,150000.0,25000.0,0.0,94.0,2882489.75,20.09,(10+) HR High Rise,residential,office,none,98104,40.0,20 à 40,5616.0,1.0347767031176192
20324,2016,1.0,0,30000.0,0.0,0.0,52.0,1128179.125,27.14,(1-4) LR Low Rise,unheated,none,none,98115,22.0,20 à 40,15693.0,8.384973153487087
20325,2016,5.0,0,96154.0,0.0,0.0,44.0,6689184.0,202.65,(1-4) LR Low Rise,school,none,none,98115,33.0,20 à 40,7166.666666666667,8.292469917615072
20369,2016,1.0,26497,55000.0,0.0,0.0,68.0,2641681.75,20.08,(1-4) LR Low Rise,office,none,none,98103,10.0,0 à 20,28809.5,3.5995510423404404
20372,2016,1.0,0,96000.0,8000.0,0.0,8.0,8690648.0,355.8,(5-9) MR Mid Rise,hotel-like,shops,none,98121,97.0,80 à 100,11555.555555555555,0.5754287270552602
20377,2016,1.0,0,58665.0,0.0,0.0,98.0,3321035.75,23.15,(1-4) LR Low Rise,hotel-like,parking,none,98144,41.0,40 à 60,26124.666666666668,5.699600129496174
20387,2016,1.0,0,16826.0,16826.0,0.0,,1841154.25,26.11,(1-4) LR Low Rise,unheated,office,none,98107,15.0,0 à 20,19392.0,5.2402419926270385
20393,2016,1.0,0,21790.0,20000.0,0.0,,2177075.0,33.37,(1-4) LR Low Rise,other,office,none,98134,53.0,40 à 60,20895.0,4.696597709325263
20395,2016,1.0,0,37120.0,2840.0,0.0,77.0,2178690.5,49.98,(5-9) MR Mid Rise,office,other,none,98104,122.0,> 100,7992.0,1.1901198033954232
20396,2016,1.0,0,24000.0,6000.0,0.0,,90558.70313,0.63,(5-9) MR Mid Rise,unheated,shops,none,98101,122.0,> 100,6660.0,1.204094669445263
20397,2016,1.0,0,36240.0,0.0,0.0,98.0,2147968.25,120.91,(10+) HR High Rise,hotel-like,none,none,98101,96.0,80 à 100,3294.5454545454545,0.9781508121444574
20398,2016,1.0,6960,39320.0,0.0,0.0,,3042875.5,145.48,(1-4) LR Low Rise,other,none,none,98101,100.0,80 à 100,10786.666666666666,0.9247074788728948
20406,2016,1.0,0,35820.0,0.0,0.0,94.0,3321603.0,130.58,(5-9) MR Mid Rise,hotel-like,none,none,98104,113.0,> 100,5970.0,1.5783472965111256
20415,2016,1.0,0,57896.0,0.0,0.0,76.0,3987215.5,185.23,(1-4) LR Low Rise,school,none,none,98116,100.0,80 à 100,16731.0,6.802291626890239
20419,2016,1.0,0,49744.0,0.0,0.0,98.0,2096835.5,89.29,(1-4) LR Low Rise,school,none,none,98116,57.0,40 à 60,16581.333333333332,6.817615747729158
20425,2016,1.0,0,19407.0,18701.0,0.0,60.0,1411305.5,43.45,(1-4) LR Low Rise,unheated,school,none,98116,99.0,80 à 100,18908.0,6.990202766582972
20427,2016,0.0,0,7758.0,6919.0,1976.0,,1354000.625,35.04,(1-4) LR Low Rise,office,shops,shops,98116,96.0,80 à 100,11657.5,7.16084028971553
20428,2016,1.0,0,6900.0,6900.0,4323.0,,4265815.0,188.67,(1-4) LR Low Rise,unheated,shops,other,98116,92.0,80 à 100,10350.0,7.224725218598565
20433,2016,1.0,13124,26241.0,13124.0,2574.0,,3343550.0,100.21,(1-4) LR Low Rise,other,parking,shops,98116,74.0,60 à 80,28397.0,6.939338629832717
20435,2016,1.0,0,25762.0,0.0,0.0,100.0,1906384.875,13.29,(1-4) LR Low Rise,shops,none,none,98126,76.0,60 à 80,12881.0,6.968925980438284
20439,2016,1.0,0,50000.0,0.0,0.0,,6118300.5,210.3,(1-4) LR Low Rise,other,other,none,98126,38.0,20 à 40,33334.0,6.809484453124007
20440,2016,1.0,0,45000.0,0.0,0.0,60.0,2686765.0,34.15,(1-4) LR Low Rise,office,none,none,98126,41.0,40 à 60,14462.333333333334,6.888496957748488
20470,2016,1.0,0,19271.0,19249.0,2663.0,,267135.0938,1.86,(1-4) LR Low Rise,shops,shops,other,98125,43.0,40 à 60,39350.0,12.11967004447556
20474,2016,0.0,0,11000.0,7500.0,0.0,,3498214.75,134.57,(1-4) LR Low Rise,other,shops,none,98125,73.0,60 à 80,22405.0,11.960543478318154
20494,2016,1.0,0,32590.0,0.0,0.0,,1361794.25,43.13,(1-4) LR Low Rise,other,none,none,98125,9.0,0 à 20,32590.0,12.72438277719256
20500,2016,1.0,0,61419.0,0.0,0.0,36.0,1811506.375,13.16,(1-4) LR Low Rise,unheated,none,none,98108,37.0,20 à 40,37500.0,7.167476581468304
20503,2016,1.0,0,39000.0,0.0,0.0,25.0,2615247.75,33.92,(1-4) LR Low Rise,office,none,none,98122,32.0,20 à 40,19500.0,2.7324381831025524
20506,2016,1.0,0,14000.0,8180.0,0.0,,5089083.0,147.0,(1-4) LR Low Rise,shops,shops,none,98116,98.0,80 à 100,22180.0,7.376999483298095
20519,2016,1.0,0,19277.0,4051.0,2592.0,,1219744.75,12.48,(1-4) LR Low Rise,distribution center,distribution center,office,98144,53.0,40 à 60,25920.0,4.006190591116807
20520,2016,1.0,0,25480.0,0.0,0.0,,741287.1875,5.17,(1-4) LR Low Rise,distribution center,none,none,98144,69.0,60 à 80,25480.0,4.011434501809064
20522,2016,1.0,0,31000.0,0.0,0.0,,2301043.75,19.93,(1-4) LR Low Rise,unheated,none,none,98144,52.0,40 à 60,15500.0,4.092081683585161
20523,2016,1.0,0,17804.0,12208.0,0.0,57.0,1467060.25,19.82,(1-4) LR Low Rise,office,unheated,none,98144,61.0,60 à 80,29740.0,4.049233209373572
20525,2016,1.0,0,20736.0,1250.0,1250.0,,433871.0,13.02,(1-4) LR Low Rise,distribution center,office,shops,98144,68.0,60 à 80,23236.0,3.9981034554844754
20526,2016,1.0,0,29035.0,6213.0,2825.0,,1921801.25,19.04,(1-4) LR Low Rise,office,school,shops,98144,13.0,0 à 20,12691.666666666666,4.067937136303699
20531,2016,1.0,0,35500.0,0.0,0.0,81.0,2130673.75,63.06,(1-4) LR Low Rise,office,none,none,98144,52.0,40 à 60,19585.0,4.226846381592329
20532,2016,0.0,0,66597.0,0.0,0.0,,1441665.375,10.05,(1-4) LR Low Rise,other,none,none,98134,45.0,40 à 60,36070.0,4.415310540189631
20541,2016,1.0,0,20047.0,0.0,0.0,,117438.3984,0.82,(1-4) LR Low Rise,other,none,none,98144,59.0,40 à 60,10023.5,6.013484235578878
20552,2016,1.0,0,20000.0,0.0,0.0,75.0,557863.6875,3.89,(1-4) LR Low Rise,shops,none,none,98134,108.0,> 100,20000.0,4.66694745942362
20556,2016,1.0,0,32700.0,0.0,0.0,91.0,248616.0,1.73,(1-4) LR Low Rise,unheated,none,none,98134,67.0,60 à 80,16200.0,4.703383196492131
20565,2016,1.0,0,25883.0,0.0,0.0,38.0,8905287.0,247.85,(1-4) LR Low Rise,shops,parking,none,98109,60.0,40 à 60,25159.0,2.9304434268464052
20573,2016,1.0,0,14317.0,7701.0,3045.0,,2332996.5,83.1,(1-4) LR Low Rise,other,other,school,98119,74.0,60 à 80,27247.0,2.943193207711189
20604,2016,1.0,0,33987.0,0.0,0.0,92.0,243518.2031,1.7,(1-4) LR Low Rise,distribution center,none,none,98134,67.0,60 à 80,26680.0,5.706680825646947
20605,2016,1.0,0,31521.0,0.0,0.0,6.0,1788148.0,61.71,(1-4) LR Low Rise,unheated,none,none,98106,69.0,60 à 80,31521.0,5.910769485581943
20613,2016,1.0,0,20400.0,3600.0,0.0,,1257033.5,46.64,(1-4) LR Low Rise,unheated,office,none,98134,71.0,60 à 80,24000.0,5.135323430455671
20614,2016,1.0,0,21900.0,0.0,0.0,,1333637.625,65.65,(1-4) LR Low Rise,unheated,none,none,98134,70.0,60 à 80,21900.0,5.715485182470248
20618,2016,1.0,0,21560.0,10974.0,5471.0,,752093.625,10.75,(1-4) LR Low Rise,unheated,unheated,office,98134,61.0,60 à 80,38005.0,5.232028612068536
20620,2016,1.0,0,35579.0,0.0,0.0,72.0,1096646.25,39.05,(1-4) LR Low Rise,distribution center,none,none,98134,24.0,20 à 40,35579.0,5.362180419471611
20626,2016,1.0,0,49950.0,0.0,0.0,77.0,238969.7031,1.67,(1-4) LR Low Rise,distribution center,none,none,98134,47.0,40 à 60,49950.0,4.721864244675364
20659,2016,1.0,0,22612.0,0.0,0.0,87.0,731321.8125,31.6,(1-4) LR Low Rise,unheated,none,none,other,75.0,60 à 80,11306.0,5.795495622719172
20685,2016,1.0,0,38787.0,0.0,0.0,,3204685.5,67.52,(1-4) LR Low Rise,unheated,parking,none,98125,46.0,40 à 60,19393.5,12.607196531749572
20686,2016,2.0,0,50369.0,0.0,0.0,,753275.1875,28.58,(1-4) LR Low Rise,unheated,none,none,98125,34.0,20 à 40,25184.0,12.333472488167896
20707,2016,1.0,0,23545.0,7000.0,0.0,12.0,1577040.875,61.53,(1-4) LR Low Rise,unheated,office,none,98134,84.0,80 à 100,30545.0,7.004744098301964
20735,2016,1.0,0,33550.0,0.0,0.0,99.0,971990.3125,29.82,(1-4) LR Low Rise,school,none,none,other,100.0,80 à 100,10897.0,2.469017499008935
20743,2016,1.0,0,26210.0,0.0,0.0,55.0,1086678.125,47.59,(1-4) LR Low Rise,unheated,none,none,98119,59.0,40 à 60,12113.5,2.5191988650052703
20768,2016,1.0,0,27000.0,0.0,0.0,61.0,651293.3125,18.85,(1-4) LR Low Rise,distribution center,none,none,98108,66.0,60 à 80,27000.0,8.280614781157837
20815,2016,1.0,0,13945.0,7238.0,0.0,99.0,361542.0938,2.52,(1-4) LR Low Rise,office,parking,none,98104,65.0,60 à 80,10591.5,2.9967369993864583
20818,2016,1.0,3834,29392.0,3834.0,0.0,91.0,755618.1875,6.18,(1-4) LR Low Rise,office,parking,none,98102,61.0,60 à 80,8519.333333333334,3.1974985591080993
20836,2016,1.0,55504,77796.0,55504.0,4438.0,62.0,4704936.5,32.8,(5-9) MR Mid Rise,office,parking,other,98102,37.0,20 à 40,16446.8,3.4549583303532536
20861,2016,1.0,0,21118.0,0.0,0.0,49.0,1361427.75,39.5,(1-4) LR Low Rise,residential,none,none,98103,34.0,20 à 40,7039.333333333333,3.87296314876593
20868,2016,1.0,79284,101941.0,73177.0,8324.0,98.0,4489661.0,72.26,(5-9) MR Mid Rise,office,parking,other,98103,9.0,0 à 20,25368.4,3.6897657149532637
20885,2016,1.0,31000,36000.0,0.0,0.0,3.0,12148720.0,480.9,(1-4) LR Low Rise,hotel-like,parking,none,other,56.0,40 à 60,1818.0,9.532422260891064
20888,2016,1.0,0,25521.0,0.0,0.0,82.0,605186.3125,15.47,(1-4) LR Low Rise,unheated,none,none,98115,92.0,80 à 100,12760.5,7.233899070679437
20890,2016,1.0,0,23190.0,0.0,0.0,79.0,1705515.25,68.14,(1-4) LR Low Rise,school,none,none,98115,36.0,20 à 40,23190.0,7.233899070679437
20916,2016,1.0,0,23100.0,0.0,0.0,98.0,770333.0,32.63,(1-4) LR Low Rise,office,none,none,98103,62.0,60 à 80,20678.0,7.970017941596482
20917,2016,1.0,0,33780.0,0.0,0.0,43.0,2595783.5,106.45,(1-4) LR Low Rise,school,none,none,98103,100.0,80 à 100,9606.666666666666,8.018763133491676
20928,2016,1.0,0,44816.0,0.0,0.0,69.0,1829981.375,68.97,(1-4) LR Low Rise,unheated,none,none,other,68.0,60 à 80,13938.0,12.899242051084329
20930,2016,1.0,0,48789.0,0.0,0.0,94.0,1298307.625,29.41,(1-4) LR Low Rise,school,none,none,98109,97.0,80 à 100,48789.0,2.6872193839092375
20970,2016,1.0,7233,41922.0,9079.0,0.0,51.0,6782435.0,235.26,(1-4) LR Low Rise,hotel-like,parking,none,98118,56.0,40 à 60,20824.5,8.055983555734805
20976,2016,1.0,0,22320.0,0.0,0.0,62.0,439065.9063,3.06,(1-4) LR Low Rise,unheated,none,none,98108,45.0,40 à 60,22320.0,6.955971252703889
20979,2016,1.0,0,31800.0,8200.0,0.0,69.0,1471914.25,10.26,(1-4) LR Low Rise,office,unheated,none,98108,40.0,20 à 40,20014.5,7.0121864873756925
20984,2016,1.0,0,27185.0,0.0,0.0,67.0,1269367.5,8.85,(1-4) LR Low Rise,office,none,none,98108,52.0,40 à 60,14152.0,7.151583807443614
20985,2016,1.0,0,20560.0,7200.0,0.0,,452612.5,3.16,(1-4) LR Low Rise,other,unheated,none,98108,52.0,40 à 60,26400.0,7.186796285474478
20986,2016,1.0,0,25000.0,2680.0,0.0,,1778431.75,64.81,(1-4) LR Low Rise,unheated,office,none,98108,54.0,40 à 60,27680.0,7.324286033451776
20987,2016,1.0,0,23272.0,2600.0,0.0,,1787119.0,45.79,(1-4) LR Low Rise,office,unheated,none,98108,53.0,40 à 60,12936.0,7.200529008210288
20988,2016,1.0,0,24988.0,0.0,0.0,41.0,2399353.5,81.96,(1-4) LR Low Rise,office,none,none,98108,53.0,40 à 60,12936.0,7.22413178166242
20989,2016,1.0,0,21386.0,0.0,0.0,65.0,222600.0938,1.55,(1-4) LR Low Rise,unheated,none,none,98108,53.0,40 à 60,20500.0,7.22413178166242
21005,2016,1.0,0,21436.0,0.0,0.0,95.0,534703.6875,3.73,(1-4) LR Low Rise,office,none,none,98103,64.0,60 à 80,10718.0,4.517739101132873
21023,2016,1.0,0,7245.0,6644.0,6344.0,,630250.125,18.16,(1-4) LR Low Rise,office,unheated,other,98102,24.0,20 à 40,20233.0,4.111491022371384
21057,2016,1.0,12400,24335.0,12400.0,2575.0,,1010967.688,14.49,(1-4) LR Low Rise,office,parking,shops,98103,16.0,0 à 20,6881.5,4.177499961549393
21088,2016,1.0,8110,26295.0,12890.0,0.0,94.0,1126157.25,28.09,(1-4) LR Low Rise,office,parking,none,98103,37.0,20 à 40,7769.0,3.783927961762201
21095,2016,1.0,0,46580.0,0.0,0.0,,710275.375,4.95,(5-9) MR Mid Rise,unheated,none,none,98101,94.0,80 à 100,7763.333333333333,0.6702947173901341
21097,2016,1.0,0,25920.0,0.0,0.0,5.0,478690.0938,3.34,(1-4) LR Low Rise,shops,none,none,98101,106.0,> 100,12960.0,0.6661293271737438
21102,2016,1.0,0,38880.0,0.0,0.0,93.0,1011667.5,13.71,(1-4) LR Low Rise,shops,none,none,98121,103.0,> 100,12960.0,0.6890886740105228
21108,2016,1.0,0,23995.0,0.0,0.0,75.0,1793851.375,46.48,(1-4) LR Low Rise,office,none,none,98121,103.0,> 100,12960.0,0.7702141870000528
21115,2016,1.0,0,39760.0,0.0,0.0,92.0,2478960.0,149.91,(1-4) LR Low Rise,office,none,none,98101,97.0,80 à 100,9940.0,0.7331048695807901
21116,2016,1.0,0,30971.0,0.0,0.0,,2823184.0,94.85,(1-4) LR Low Rise,other,none,none,98101,102.0,> 100,10323.666666666666,0.7464155982878864
21117,2016,1.0,0,22667.0,0.0,0.0,1.0,3767135.0,148.55,(1-4) LR Low Rise,office,none,none,98101,76.0,60 à 80,7555.666666666667,0.7749648153712442
21122,2016,5.0,9226,14273.0,14128.0,9680.0,,4193371.0,110.17,(1-4) LR Low Rise,residential,office,parking,98103,21.0,20 à 40,10867.0,3.9782464665119357
21125,2016,1.0,6010,15908.0,8762.0,1500.0,79.0,1291405.25,9.0,(5-9) MR Mid Rise,office,shops,parking,98103,21.0,20 à 40,5546.0,4.077202731088125
21129,2016,1.0,0,10155.0,8000.0,0.0,98.0,1021796.625,42.04,(1-4) LR Low Rise,shops,hotel-like,none,98103,111.0,> 100,10258.0,4.093552969738155
21133,2016,1.0,0,22218.0,8668.0,0.0,88.0,1215156.25,8.47,(1-4) LR Low Rise,shops,office,none,98103,116.0,> 100,9160.0,3.9892559455364034
21138,2016,1.0,0,40313.0,33976.0,4579.0,95.0,1818867.875,30.32,(1-4) LR Low Rise,office,parking,other,98103,75.0,60 à 80,46958.0,4.067904685354069
21140,2016,1.0,0,26532.0,0.0,0.0,5.0,1934224.25,66.53,(1-4) LR Low Rise,distribution center,none,none,98103,38.0,20 à 40,26532.0,4.3435532548885245
21141,2016,1.0,0,19600.0,2788.0,0.0,,576405.125,9.46,(1-4) LR Low Rise,office,residential,none,98103,41.0,40 à 60,11194.0,4.295278800764899
21142,2016,1.0,0,30730.0,0.0,0.0,,3050455.25,73.52,(1-4) LR Low Rise,other,none,none,98103,53.0,40 à 60,30730.0,4.255426246743236
21145,2016,1.0,0,36839.0,0.0,0.0,47.0,2173143.75,18.34,(1-4) LR Low Rise,office,parking,none,98107,36.0,20 à 40,17800.0,4.4987975079498845
21150,2016,1.0,0,57200.0,5000.0,0.0,81.0,1799664.125,82.34,(1-4) LR Low Rise,unheated,other,none,98119,73.0,60 à 80,20666.666666666668,4.178935095238453
21172,2016,1.0,0,23600.0,0.0,0.0,82.0,776248.6875,5.41,(1-4) LR Low Rise,office,none,none,98109,41.0,40 à 60,11800.0,3.9061085584451534
21177,2016,1.0,0,40067.0,0.0,0.0,43.0,2303732.75,16.06,(1-4) LR Low Rise,office,none,none,98109,36.0,20 à 40,13355.666666666666,4.125664949413891
21178,2016,1.0,6922,26419.0,0.0,0.0,67.0,1074989.0,7.49,(1-4) LR Low Rise,office,none,none,98109,33.0,20 à 40,6499.0,4.125664949413891
21179,2016,1.0,0,25262.0,0.0,0.0,54.0,1469556.25,23.85,(1-4) LR Low Rise,office,none,none,98109,43.0,40 à 60,8420.666666666666,4.125664949413891
21180,2016,0.0,0,38723.0,0.0,0.0,,4877959.0,38.12,(1-4) LR Low Rise,other,none,none,98103,26.0,20 à 40,17701.0,4.010892644534757
21181,2016,1.0,0,32739.0,0.0,0.0,57.0,1619177.125,11.29,(1-4) LR Low Rise,office,none,none,98109,42.0,40 à 60,11368.666666666666,3.998365742348683
21182,2016,1.0,0,34545.0,0.0,0.0,29.0,2313978.75,16.13,(1-4) LR Low Rise,office,none,none,98109,42.0,40 à 60,11515.0,4.054808202588014
21183,2016,1.0,0,70296.0,0.0,0.0,86.0,2782066.5,19.39,(1-4) LR Low Rise,office,none,none,98109,42.0,40 à 60,23432.0,3.9377522494029957
25660,2016,1.0,0,27838.0,0.0,0.0,77.0,1217509.125,8.49,(1-4) LR Low Rise,office,none,none,98104,120.0,> 100,6959.5,1.80304977702951
21192,2016,2.0,0,35300.0,9408.0,0.0,,1856230.625,30.02,(1-4) LR Low Rise,distribution center,office,none,98106,51.0,40 à 60,14184.0,7.287130583609152
21208,2016,1.0,0,92129.0,0.0,0.0,,5155090.5,127.1,(1-4) LR Low Rise,other,none,none,98133,58.0,40 à 60,46040.0,12.100016881272253
21212,2016,1.0,0,20236.0,0.0,0.0,,1965182.25,49.58,(1-4) LR Low Rise,other,none,none,98133,61.0,60 à 80,20236.0,11.894940930641315
21213,2016,1.0,0,27118.0,12697.0,0.0,62.0,2050600.75,40.22,(1-4) LR Low Rise,office,unheated,none,98133,71.0,60 à 80,19907.5,11.593807722284584
21216,2016,1.0,0,25557.0,0.0,0.0,,2280352.5,15.9,(1-4) LR Low Rise,residential,none,none,98133,52.0,40 à 60,6389.25,11.915522207589541
21218,2016,1.0,0,16243.0,10751.0,0.0,,3076813.25,122.73,(1-4) LR Low Rise,other,office,none,98133,64.0,60 à 80,13497.0,11.725062800201329
21219,2016,1.0,0,48112.0,0.0,0.0,73.0,1485945.875,10.36,(1-4) LR Low Rise,unheated,none,none,98133,50.0,40 à 60,48112.0,11.788257862453936
21221,2016,1.0,0,19050.0,0.0,0.0,,1208029.25,32.86,(1-4) LR Low Rise,other,parking,none,98133,13.0,0 à 20,20909.0,11.65683507332052
21226,2016,1.0,16518,26275.0,16518.0,0.0,27.0,1772188.5,12.35,(1-4) LR Low Rise,office,parking,none,98133,21.0,20 à 40,13137.5,13.14386761538633
21233,2016,1.0,0,45000.0,0.0,0.0,,5912066.0,176.79,(1-4) LR Low Rise,other,none,none,98133,15.0,0 à 20,22500.0,12.300435743762689
21236,2016,1.0,0,26115.0,0.0,0.0,43.0,1689372.625,36.74,(1-4) LR Low Rise,shops,none,none,98133,24.0,20 à 40,26115.0,11.961209092194458
21239,2016,1.0,0,30044.0,0.0,0.0,78.0,1149140.25,45.33,(1-4) LR Low Rise,unheated,parking,none,98105,73.0,60 à 80,26033.0,6.109066076320238
21243,2016,1.0,0,49468.0,0.0,0.0,82.0,1881516.125,61.98,(1-4) LR Low Rise,school,none,none,98109,15.0,0 à 20,12165.0,3.3035716692867094
21244,2016,1.0,0,46539.0,0.0,0.0,73.0,5400049.5,180.38,(1-4) LR Low Rise,hotel-like,none,none,98109,52.0,40 à 60,23269.5,3.294807090330544
21262,2016,1.0,0,29796.0,0.0,0.0,47.0,2233262.0,79.58,(1-4) LR Low Rise,residential,none,none,98121,113.0,> 100,7449.0,0.8229027969962696
21265,2016,1.0,0,14428.0,7200.0,2788.0,36.0,983595.875,17.12,(1-4) LR Low Rise,shops,office,parking,98121,102.0,> 100,13200.0,0.8517885216089761
21266,2016,1.0,0,37853.0,12495.0,0.0,98.0,1262255.75,8.8,(1-4) LR Low Rise,office,shops,none,98121,104.0,> 100,12716.0,0.8422747184814254
21270,2016,1.0,0,14400.0,14400.0,0.0,,456953.0,12.77,(1-4) LR Low Rise,unheated,office,none,98109,94.0,80 à 100,14400.0,0.8967145525804282
21278,2016,1.0,0,31945.0,0.0,0.0,4.0,1806468.0,12.59,(5-9) MR Mid Rise,unheated,parking,none,98119,67.0,60 à 80,6389.0,2.1429470821108882
21290,2016,1.0,33055,52908.0,33055.0,0.0,43.0,4480961.0,31.24,(5-9) MR Mid Rise,office,parking,none,98109,37.0,20 à 40,10581.6,1.7634201160543992
21310,2016,1.0,0,34680.0,0.0,0.0,92.0,1169948.875,26.38,(1-4) LR Low Rise,shops,none,none,98101,122.0,> 100,8670.0,1.0569045967597468
21313,2016,1.0,34510,75058.0,0.0,0.0,24.0,5587347.0,247.97,(1-4) LR Low Rise,unheated,none,none,98101,54.0,40 à 60,13516.0,0.8213171494526861
21317,2016,1.0,0,16200.0,0.0,0.0,2.0,2100982.75,20.76,(1-4) LR Low Rise,shops,none,none,98101,107.0,> 100,36504.0,0.5638122477108533
21318,2016,1.0,0,35200.0,0.0,0.0,8.0,2998208.25,20.9,(5-9) MR Mid Rise,office,none,none,98101,115.0,> 100,5866.666666666667,0.6003272650228828
21319,2016,1.0,0,35840.0,0.0,0.0,83.0,1538750.625,48.35,(5-9) MR Mid Rise,office,none,none,98101,115.0,> 100,7168.0,0.721349292743793
